id,SMILES_input,fingerprints_input_ECFP4,SMILES_out,SMILES_output_ECFP4
526,C C 1 = C C ( = C ( C = C 1 ) O C C ( = O ) N C 2 = C C = C C ( = C 2 ) C 3 = N N = C ( O 3 ) C 4 = C C = C C = C 4 ) C,41 79 80 94 167 184 189 191 192 204 235 297 303 378 389 650 656 665 695 703 720 730 736 807 875 901 1013 1039 1047 1057 1088 1152 1160 1164 1187 1199 1227 1274 1349 1380 1384 1391 1452 1457 1604 1612 1693 1722 1724 1750 1816 1823 1835 1873 1917 1970 2002 2004 2012 2041,CC1=CC(=C(C=C1)OCC(=O)NC2=CC=CC(=C2)C3=NN=C(O3)C(=O)CC(=O)NC4=CC=CC(=C4)C5=NN=C(O5)C6=CC=CC=C6)C,CC1=CC(=C(C=C1)OCC(=O)NC2=CC=CC(=C2)C3=NN=C(O3)C(=O)CC(=O)NC4=CC=CC(=C4)C5=NN=C(O5)C6=CC=CC=C6)C
527,C C 1 = C C 2 = C ( C = C 1 ) N = C ( C = C 2 C ( = O ) N C 3 = C C ( = C ( C = C 3 O C ) Cl ) O C ) C 4 = C C 5 = C ( C = C 4 ) O C O 5,113 160 176 235 249 307 319 322 345 366 378 389 393 441 486 561 650 656 695 738 799 806 807 841 847 875 896 916 926 947 961 980 1013 1019 1035 1057 1058 1097 1110 1142 1152 1160 1224 1233 1251 1349 1357 1362 1380 1392 1403 1447 1536 1647 1677 1683 1722 1750 1800 1809 1816 1823 1855 1863 1873 1905 1917 1970 1977 1991,CC1=CC2=C(C=C1)N=C(C=C2C(=O)NC3=CC(=C(C=C3OC)Cl)OC)C4=CC5=C(C=C4)OCO5,CC1=CC2=C(C=C1)N=C(C=C2C(=O)NC3=CC(=C(C=C3OC)Cl)OC)C4=CC5=C(C=C4)OCO5
528,C C 1 C C N ( C C 1 ) C C 2 = C C = C ( C = C 2 ) C ( = O ) N 3 C C N ( C C 3 ) C 4 = C C = C C ( = C 4 ) C ( F ) ( F ) F,80 114 115 310 407 421 433 435 496 497 604 617 650 687 784 807 809 875 913 926 935 942 945 973 1019 1039 1049 1057 1088 1148 1260 1261 1309 1317 1325 1380 1385 1417 1453 1480 1504 1508 1511 1522 1589 1660 1683 1697 1750 1754 1765 1771 1791 1799 1825 1873 1898 1917 1928 2009 2011 2017,CC1CCN(CC1)CC2=CC=C(C=C2)C(=O)N3CCN(CC3)C(=O)C4=CC=C(C=C4)CN5CCC(CC5)C(C(F)(F)F)(F)F,CC1CCN(CC1)CC2=CC=C(C=C2)C(=O)N3CCN(CC3)C(=O)C4=CC=C(C=C4)CN5CCC(CC5)C(C(F)(F)F)(F)F
529,C C 1 = C C = C C = C 1 O C C ( = O ) N C C 2 = C C = C ( C = C 2 ) C ( = O ) N,41 80 107 140 192 197 202 207 219 255 309 310 333 404 432 439 589 638 650 695 793 807 948 1019 1057 1088 1121 1134 1152 1171 1187 1191 1199 1216 1380 1385 1391 1396 1410 1452 1458 1523 1573 1576 1697 1722 1727 1750 1754 1859 1873 1917 1970 1999 2004 2012,CC1=CC=CC=C1OC/C(=C(\C2=CC=C(C=C2)C(=O)N)/OO)/C3=CC=C(C=C3)CNC(=O)COC4=CC=CC=C4C,CC1=CC=CC=C1OC/C(=C(\C2=CC=C(C=C2)C(=O)N)/OO)/C3=CC=C(C=C3)CNC(=O)COC4=CC=CC=C4C
530,C C C C 1 = C ( N ( C ( = O ) N 1 C C 2 = C C = C ( C = C 2 ) C 3 = C C = C C = C 3 C ( = O ) O ) C ( = O ) C C C ) C,2 9 11 80 85 138 201 222 294 310 314 335 352 389 412 456 466 634 650 712 771 794 802 807 850 896 908 909 935 980 984 1009 1047 1057 1088 1109 1160 1199 1243 1244 1282 1357 1380 1447 1547 1564 1630 1683 1722 1726 1750 1754 1765 1766 1811 1821 1867 1873 1917 1936 1983 1991,CCCC1=C(N(C(=O)N1CC2=CC=C(C=C2)C3=CC=CC=C3C(=O)O)C(=O)CCC)C(=O)C4=C(N(C(=O)N4CCl)C(=O)CCl)C,CCCC1=C(N(C(=O)N1CC2=CC=C(C=C2)C3=CC=CC=C3C(=O)O)C(=O)CCC)C(=O)C4=C(N(C(=O)N4CCl)C(=O)CCl)C
531,C 1 N C C C N C C N C C C N ( C 1 ) C c 1 c c ( c 2 c c ( C N ( C c 3 n c c c c 3 ) C c 3 c c c c n 3 ) c c n 2 ) n c c 1,14 76 80 171 172 242 251 305 378 448 493 507 603 720 724 744 784 787 867 875 881 893 926 935 980 1004 1028 1080 1088 1114 1153 1155 1199 1225 1308 1380 1422 1452 1470 1480 1516 1554 1556 1746 1750 1754 1765 1771 1791 1793 1866 1873 1921 1985 2020,C1CNCCNCCCN(CCNC1)CC2=CC(=NC=C2)C3=NC=CC(=C3)CN(CC4=CC=CC=N4)CC5=CC=CC=N5,C1CNCCNCCCN(CCNC1)CC2=CC(=NC=C2)C3=NC=CC(=C3)CN(CC4=CC=CC=N4)CC5=CC=CC=N5
532,C C O C ( = O ) C N 1 C = C ( N = C 1 Cl ) [N+] ( = O ) [O-],34 80 147 179 294 337 378 386 464 494 561 582 595 650 695 711 715 753 807 838 857 868 935 961 981 1057 1195 1238 1288 1312 1380 1386 1395 1402 1435 1452 1455 1483 1484 1553 1683 1704 1722 1724 1752 1855 1860 1873 1917 1963 2033,CCN1C=C(N=C1Cl)[N+](=O)C2=NC(=CN2CC(=O)OCC)[N+](=O)[O-],CCN1C=C(N=C1Cl)[N+](=O)C2=NC(=CN2CC(=O)OCC)[N+](=O)[O-]
533,C C 1 = C ( C = C C = C 1 N C ( = O ) C 2 = C C = C ( C = C 2 ) C ( C ) ( C ) C ) C 3 = C N ( C ( = O ) C ( = C 3 ) N C 4 = N C = C ( C = C 4 ) C ( = O ) N 5 C C N ( C C 5 ) C ( = O ) C ) C,33 114 142 154 157 161 205 214 216 252 286 311 314 319 352 378 392 410 464 486 491 497 502 504 512 531 573 579 583 596 650 683 807 831 851 852 875 914 925 926 935 942 947 967 984 985 1017 1039 1057 1060 1088 1099 1145 1152 1160 1167 1224 1242 1300 1339 1380 1385 1409 1417 1452 1480 1504 1535 1556 1589 1665 1669 1696 1697 1722 1750 1768 1795 1816 1842 1873 1917 1947 1955 1972 2009,CC1=C(C=CC=C1NC(=O)C2=CC=C(C=C2)C(C)(C)C)C3=CN(C(=O)C(=C3)NC4=NC=C(C=C4)C(=O)N5CCN(CC5)C(=O)C)C,CC1=C(C=CC=C1NC(=O)C2=CC=C(C=C2)C(C)(C)C)C3=CN(C(=O)C(=C3)NC4=NC=C(C=C4)C(=O)N5CCN(CC5)C(=O)C)C
534,C 1 C C N ( C C 1 ) C 2 3 C ( S ( = O ) ( = O ) C 4 = C C = C C = C 4 2 ) S ( = O ) ( = O ) C 5 = C C = C C = C 3 5,2 5 43 193 207 226 368 469 499 514 522 650 784 884 926 935 952 1019 1028 1060 1088 1199 1310 1380 1428 1460 1480 1497 1510 1750 1873 1879 1897 1948 1980 1984 1998 2013 2030,C1CCN(CC1)C23C(S(=O)(=O)C4=CC=CC=C42)S(=O)(=O)C5=CC=CC=C5S3(=O)=O,C1CCN(CC1)C23C(S(=O)(=O)C4=CC=CC=C42)S(=O)(=O)C5=CC=CC=C5S3(=O)=O
535,C 1 = C C = C ( C = C 1 ) / C ( = C / 2 \ C ( N ( C ( = O ) C 2 = O ) C 3 = C C = C ( C = C 3 ) O ) C 4 = C C ( = C C = C 4 ) [N+] ( = O ) [O-] ) / O,52 57 75 117 225 233 314 389 395 471 590 634 646 650 715 727 745 753 807 818 838 875 879 891 935 1003 1019 1027 1039 1088 1195 1199 1250 1274 1279 1313 1380 1384 1385 1399 1420 1427 1476 1532 1561 1602 1610 1629 1663 1750 1764 1778 1809 1825 1873 1922 1940 1963 1985 2011,C1=CC=C(C=C1)/C(=C\2/C(N(C(=O)C2=O)C3=CC=C(C=C3)O)C4=CC(=CC=C4)[N+](=O)[O-])/O,C1=CC=C(C=C1)/C(=C\2/C(N(C(=O)C2=O)C3=CC=C(C=C3)O)C4=CC(=CC=C4)[N+](=O)[O-])/O
536,C C O C 1 = C C = C ( C = C 1 ) N C ( = O ) C ( C ) N 2 C = N C 3 = C ( C 2 = O ) C 4 = C ( S 3 ) C C C C 4,1 42 69 80 102 143 162 191 220 237 267 283 294 310 314 322 331 361 378 388 398 427 504 511 573 579 585 598 650 675 695 708 718 735 807 837 843 926 932 935 954 968 997 1028 1057 1077 1146 1152 1211 1238 1323 1329 1380 1391 1411 1438 1452 1529 1604 1664 1715 1738 1743 1750 1816 1817 1873 1874 1875 1886 1896 1917 1975 1984 2043,CCOC1=CC=C(C=C1)NC(=O)C(C)N2C=NC3=C(C2=O)C4=C(S3)CCCC4,CCOC1=CC=C(C=C1)NC(=O)C(C)N2C=NC3=C(C2=O)C4=C(S3)CCCC4
537,S C ( = N C C C O C C ) N C C C N c 1 n c 2 c ( c c 1 C # N ) c c c ( c 2 C ) C,13 80 144 161 197 203 224 229 252 294 361 378 405 475 485 571 667 674 695 708 714 725 790 807 875 892 945 1002 1020 1057 1063 1136 1152 1187 1238 1272 1298 1325 1372 1380 1384 1391 1416 1439 1485 1519 1614 1691 1722 1724 1732 1744 1750 1786 1855 1862 1873 1876 1911 1913 1972 1992 2004,SC(=NCCCNc1nc2c(cc1C#N)ccc(c2C)C)NCCCOCC,SC(=NCCCNc1nc2c(cc1C#N)ccc(c2C)C)NCCCOCC
538,C = C 1 [C@H] ( [C@H] ( N 2 C ( = N C ( = N 2 ) S C C 3 = C C = C C = C 3 ) N 1 ) C 4 = C N = C C = C 4 ) C ( = O ) N,2 35 71 80 96 99 113 116 140 202 206 229 341 346 378 389 437 463 525 575 623 650 749 762 807 821 861 935 1019 1043 1060 1066 1086 1088 1114 1115 1156 1171 1199 1279 1319 1366 1380 1437 1535 1537 1586 1603 1608 1610 1624 1663 1750 1754 1825 1852 1855 1863 1866 1873 1895 1917 1956 1980 1991 1996,C=C1C(C(N2C(=NC(=N2)SCC3=CC=CC=C3)N1)C4=CN=CC=C4)C(=O)N,C=C1C(C(N2C(=NC(=N2)SCC3=CC=CC=C3)N1)C4=CN=CC=C4)C(=O)N
539,C C N ( C C ) C C C C C C C C C C N ( C ) C C 1 = C C 2 = C C = C C = C 2 O 1,80 104 251 280 294 348 445 507 620 656 690 814 863 875 881 932 983 1057 1087 1088 1128 1143 1163 1178 1199 1236 1380 1461 1530 1537 1581 1604 1657 1669 1674 1704 1750 1766 1808 1855 1873 1911 1912 1934 1951 1981 2012,CCN(CC)CCCCCCN(C)CC1=CC2=CC=CC=C2O1,CCN(CC)CCCCCCN(C)CC1=CC2=CC=CC=C2O1
540,C C ( C ) ( C C C ( C ) ( C ) O O C ( = O ) C 1 = C C = C C = C 1 C C 2 = C C = C C = C 2 ) O O C ( = O ) C 3 = C C = C C = C 3 C C 4 = C C = C C = C 4,80 99 114 145 169 289 310 328 389 392 650 695 711 775 789 807 1057 1063 1066 1088 1116 1199 1283 1302 1308 1346 1349 1369 1380 1430 1447 1494 1566 1597 1690 1750 1754 1873 1917 1991 1999 2030,CC(C)(CCC(C)(C)OOC(=O)C1=CC=CC=C1CC2=CC=CC=C2)OOC(=O)C3=CC=CC=C3CC4=CC=C(C=C4)CC5=CC=CC=C5,CC(C)(CCC(C)(C)OOC(=O)C1=CC=CC=C1CC2=CC=CC=C2)OOC(=O)C3=CC=CC=C3CC4=CC=C(C=C4)CC5=CC=CC=C5
541,C C C ( = C ) [C@H] ( C ) [C@H] ( C 1 = C C = C C = C 1 ) O,1 80 144 220 227 283 294 300 348 389 507 714 807 846 886 898 1022 1057 1088 1092 1120 1147 1199 1365 1366 1380 1581 1750 1832 1873 1958,CCC(=C)[C@H]([C@H](C)C(=C)[C@H](C)[C@H](C1=CC=CC=C1)O)[C@@H](C)C(C2=CC=CC=C2)O,CCC(=C)[C@H]([C@H](C)C(=C)[C@H](C)[C@H](C1=CC=CC=C1)O)[C@@H](C)C(C2=CC=CC=C2)O
542,O ( C ( = O ) [C@@H] ( N ( C c 1 c c c c c 1 ) C c 1 c c c c c 1 ) C ) C c 1 c c c c c 1,1 80 114 142 147 283 389 486 507 650 695 708 723 745 768 779 807 879 881 958 1048 1057 1066 1088 1147 1199 1224 1360 1380 1396 1526 1570 1605 1607 1691 1750 1751 1754 1799 1873 1914 1917 2042,C[C@@H](C(=O)OCC1=CC=CC=C1)N(CC2=CC=CC=C2)C(C(=O)OCC3=CC=CC=C3)(C(=O)OCC4=CC=CC=C4)C(C)N(CC5=CC=CC=C5)CC6=CC=CC=C6,C[C@@H](C(=O)OCC1=CC=CC=C1)N(CC2=CC=CC=C2)C(C(=O)OCC3=CC=CC=C3)(C(=O)OCC4=CC=CC=C4)C(C)N(CC5=CC=CC=C5)CC6=CC=CC=C6
543,C C ( C ( = O ) N C 1 = C ( C = C C ( = C 1 ) O C ) O C ) S C 2 = C C = C ( C = C 2 ) N C ( = O ) C 3 = C C ( = C C = C 3 ) Cl,1 56 64 94 116 165 191 196 200 216 249 283 322 388 441 486 526 561 573 592 650 695 718 781 807 811 841 843 875 1039 1057 1058 1077 1088 1120 1133 1152 1162 1173 1224 1255 1356 1380 1385 1454 1507 1518 1536 1568 1683 1701 1707 1734 1736 1750 1795 1816 1858 1861 1873 1917 1925 1970 1972 1978 1985 2030,CC(C(=O)NC1=C(C=CC(=C1)OC)OC)SC2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)NC(=O)C4=CC(=CC=C4)Cl,CC(C(=O)NC1=C(C=CC(=C1)OC)OC)SC2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)NC(=O)C4=CC(=CC=C4)Cl
544,C C ( C 1 = C ( C = C ( C = C 1 ) F ) F ) N C ( = O ) [C@H] ( C C 2 = C N C 3 = C C = C C = C 3 2 ) N C ( = O ) C 4 = C C = C S 4,1 14 23 79 80 117 119 220 237 241 251 269 283 302 320 328 341 364 383 419 486 532 562 573 590 648 650 675 699 736 754 805 806 807 842 875 915 987 1013 1057 1088 1110 1114 1115 1152 1171 1199 1246 1292 1323 1324 1349 1357 1380 1410 1435 1487 1522 1567 1573 1607 1616 1627 1670 1685 1750 1780 1783 1796 1831 1840 1873 1879 1888 1917 1928 1937 1970,CC(C1=C(C=C(C=C1)F)F)NC(=O)C(CC2=CNC3=CC=CC=C32)NNC(=O)C4=CC(=CN4)C(C)NC(=O)C5=CC=CS5,CC(C1=C(C=C(C=C1)F)F)NC(=O)C(CC2=CNC3=CC=CC=C32)NNC(=O)C4=CC(=CN4)C(C)NC(=O)C5=CC=CS5
545,C [C@H] ( [C@@H] ( C ( = O ) O ) N C ( = O ) [C@@H] 1 C C C N 1 C ( = O ) [C@H] ( C C ( C ) C ) N C ( = O ) [C@H] ( C C 2 = C C = C ( C = C 2 ) O ) N C ( = O ) [C@H] ( C C 3 = C C = C ( C = C 3 ) N ) N ) O,1 7 79 80 108 117 143 171 175 193 199 227 237 242 250 280 283 310 354 378 389 446 488 531 573 620 624 650 680 689 736 745 759 786 807 812 813 857 888 890 926 935 966 1017 1019 1028 1057 1065 1110 1118 1138 1152 1168 1171 1313 1325 1343 1380 1426 1433 1457 1480 1482 1501 1602 1616 1693 1735 1750 1754 1778 1804 1844 1847 1849 1857 1873 1888 1907 1917 2006 2016,C[C@H]([C@@H](C(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CC4=CC=C(C=C4)N)N)O,C[C@H]([C@@H](C(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CC4=CC=C(C=C4)N)N)O
546,C C 1 = C C ( = C C ( = C 1 ) O C ( = O ) C 2 = C C = C ( C = C 2 ) N C 3 = C ( C ( = O ) N ( C 3 = O ) C 4 = C C = C C = C 4 O C ) Cl ) C,145 163 164 166 191 207 212 249 314 322 336 373 379 491 499 561 606 610 650 695 713 782 807 825 841 843 866 875 879 888 935 1057 1088 1152 1199 1217 1290 1295 1315 1380 1385 1410 1524 1536 1580 1647 1683 1686 1697 1722 1729 1741 1750 1823 1873 1917 1926 1939 1953 1970 2001,CC1=CC(=CC(=C1)OC(=O)C2=CC=C(C=C2)NC3=C(C(=O)N(C3=O)C4=CC=CC=C4OC)Cl)C,CC1=CC(=CC(=C1)OC(=O)C2=CC=C(C=C2)NC3=C(C(=O)N(C3=O)C4=CC=CC=C4OC)Cl)C
547,C C 1 = C ( S C ( = N 1 ) N 2 C ( = C C ( = N 2 ) C 3 = C C = C C = C 3 ) C 4 = C C = C C = C 4 ) C ( = O ) / C = C / C 5 = C C = C ( C = C 5 ) [N+] ( = O ) [O-],25 31 46 92 162 283 378 389 400 586 634 650 675 694 715 736 753 769 781 787 807 809 815 835 838 875 878 935 980 1033 1057 1088 1141 1160 1195 1199 1207 1271 1274 1308 1328 1334 1338 1380 1435 1446 1560 1601 1667 1692 1722 1750 1776 1809 1814 1817 1852 1855 1873 1917 1956 1963 1971 2033 2034 2045,CC1=C(SC(=N1)N2C(=CC(=N2)C3=CC=CC=C3)C4=CC=CC=C4)C(=O)/C=C/C5=CC=C(C=C5)[N+](=O)[O-],CC1=C(SC(=N1)N2C(=CC(=N2)C3=CC=CC=C3)C4=CC=CC=C4)C(=O)/C=C/C5=CC=C(C=C5)[N+](=O)[O-]
548,C C C 1 = C C = C ( C = C 1 ) [C@H] 2 N = C ( N C 3 = [N+] 2 C 4 = C C = C C = C 4 C ( = O ) N 3 ) N,9 24 80 106 145 251 254 294 310 314 343 353 378 410 442 463 487 536 650 711 750 751 793 851 878 928 983 1019 1057 1060 1061 1088 1102 1114 1133 1171 1199 1261 1279 1327 1357 1369 1380 1457 1573 1588 1644 1737 1745 1750 1754 1797 1799 1803 1865 1873 2026,CCC1=CC=C(C=C1)C2NC3(N2)[N+]4=C(NC(=O)C5=CC=CC=C54)NC(=NC3C6=CC=C(C=C6)CC)N,CCC1=CC=C(C=C1)C2NC3(N2)[N+]4=C(NC(=O)C5=CC=CC=C54)NC(=NC3C6=CC=C(C=C6)CC)N
549,C C ( C ) C C C ( C ) N ( C ( C 1 = C C = C ( C = C 1 ) O ) C ( = O ) N C ( C ) ( C ) C ) C ( = O ) C ( C C ( C ) C ) N C ( = O ) O C ( C ) ( C ) C,1 12 45 80 110 114 117 141 167 227 231 283 309 318 329 330 354 392 460 497 509 573 603 650 680 689 695 736 739 745 752 759 807 822 881 967 1019 1040 1057 1152 1292 1313 1318 1365 1380 1482 1491 1574 1602 1682 1690 1700 1750 1758 1778 1847 1853 1859 1860 1861 1873 1917 1977,CC(C)CCC(C)N(C(C1=CC=C(C=C1)O)C(=O)NC(C)(C)C)C(=O)C(CC(C)C)NC(=O)OC(C)(C)C,CC(C)CCC(C)N(C(C1=CC=C(C=C1)O)C(=O)NC(C)(C)C)C(=O)C(CC(C)C)NC(=O)OC(C)(C)C
550,C [C@@H] ( C 1 = C C ( = C C = C 1 ) Cl ) N C ( = O ) C N ( C ) C C ( = O ) N C 2 = C C = C ( C = C 2 ) F,1 41 42 80 90 117 165 191 209 216 222 266 268 283 532 552 555 561 592 613 650 699 714 740 807 843 875 881 901 1039 1057 1077 1088 1128 1152 1163 1190 1194 1196 1236 1271 1365 1380 1410 1549 1581 1627 1670 1683 1737 1750 1800 1816 1837 1868 1873 1917 1928 1929,CC(C1=CC(=CC=C1)Cl)NC(=O)CN(C)CO,CC(C1=CC(=CC=C1)Cl)NC(=O)CN(C)CO
551,C 1 C O C C N 1 C C N ( C 2 C C ( = O ) N ( C 2 = O ) C 3 = C C = C ( C = C 3 ) C # N ) C ( = O ) C 4 = C C ( = C ( C = C 4 ) Cl ) [N+] ( = O ) [O-],5 15 34 41 80 94 102 159 165 231 233 305 308 311 314 354 366 404 456 523 561 621 650 656 666 674 696 715 716 727 753 785 790 798 807 838 875 881 926 935 950 1019 1097 1136 1145 1176 1195 1210 1221 1337 1353 1356 1380 1384 1385 1397 1405 1441 1480 1482 1611 1616 1683 1686 1697 1723 1750 1791 1825 1849 1873 1900 1917 1951 1954 1963 1984 1991 2047,C1COCCN1CCN(C2CC(=O)N(C2=O)C3=CC=C(C=C3)C#N)C(=O)C4=CC(=C(C=C4)Cl)[N+](=O)[O-],C1COCCN1CCN(C2CC(=O)N(C2=O)C3=CC=C(C=C3)C#N)C(=O)C4=CC(=C(C=C4)Cl)[N+](=O)[O-]
552,C 1 C C ( = O ) N ( C 1 ) C 2 = C C = C ( C = C 2 ) O C ( = O ) C C C 3 = C C 4 = C ( C = C 3 ) O C O 4,80 104 126 185 188 215 233 261 294 310 314 322 441 449 602 650 656 695 718 738 796 798 807 875 926 935 1013 1028 1035 1038 1071 1090 1123 1138 1153 1182 1242 1243 1327 1349 1380 1382 1386 1446 1457 1480 1514 1564 1647 1729 1738 1750 1754 1800 1825 1845 1849 1863 1873 1905 1917,C1CC(=O)N(C1)C2=CC=C(C=C2)OC(=O)CCC3=CC4=C(C=C3)OCO4,C1CC(=O)N(C1)C2=CC=C(C=C2)OC(=O)CCC3=CC4=C(C=C3)OCO4
553,C C 1 = C C = C ( C = C 1 ) N C ( = O ) C 2 = C ( N ( N = C 2 C ( = O ) C 3 = C C = C C = C 3 ) C 4 = C C = C ( C = C 4 ) Cl ) C,9 152 184 191 216 229 233 235 378 389 486 490 561 571 586 650 658 700 775 807 816 843 864 935 954 1015 1016 1057 1070 1077 1088 1152 1199 1209 1380 1385 1440 1459 1643 1679 1683 1722 1738 1750 1766 1775 1816 1823 1825 1852 1873 1917 1920 1951 1956 1978 1985,CC1=CC=C(C=C1)N2C(=C(C(=N2)C(=O)C3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)N5C(=C(C(=N5)C(=O)C6=CC=CC=C6)C(=O)NC7=CC=C(C=C7)Cl)C)C,CC1=CC=C(C=C1)N2C(=C(C(=N2)C(=O)C3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)N5C(=C(C(=N5)C(=O)C6=CC=CC=C6)C(=O)NC7=CC=C(C=C7)Cl)C)C
554,C C N ( C C ( = O ) N C 1 = C C = C C = C 1 O C ) C C ( = O ) N 2 C C C C 2,41 80 249 251 268 274 294 369 389 429 499 569 650 684 695 724 760 807 841 881 926 932 935 1003 1009 1028 1057 1088 1152 1190 1193 1199 1224 1362 1380 1389 1410 1480 1498 1536 1657 1696 1729 1734 1750 1777 1816 1873 1917 1948 1970 1981 1998 2009 2029 2030,CCN(CC(=O)NC1=CC=CC=C1OC)CC(=O)N(C(=O)NC2=CC=CC=C2OC(=O)N3CCCC3)OC,CCN(CC(=O)NC1=CC=CC=C1OC)CC(=O)N(C(=O)NC2=CC=CC=C2OC(=O)N3CCCC3)OC
555,C S ( = O ) ( = O ) N C 1 = C C = C ( C = C 1 ) C ( = O ) C 2 C C N ( C C 2 ) C C ( = C ) C 3 = N C = N C = C 3,60 80 191 260 264 277 350 359 378 409 466 489 517 619 650 692 694 753 807 818 843 855 926 935 963 974 993 1019 1022 1057 1072 1144 1152 1208 1249 1257 1261 1270 1312 1325 1366 1380 1384 1385 1452 1476 1480 1603 1640 1641 1685 1697 1750 1779 1791 1837 1866 1873 1917 1956 1958 1980 2029,CS(=O)(=O)NC1=CC=C(C=C1)C(=O)C2CCN(CC2)CC(=C)C(=C)C3=NC=NC=C3,CS(=O)(=O)NC1=CC=C(C=C1)C(=O)C2CCN(CC2)CC(=C)C(=C)C3=NC=NC=C3
556,C n 1 c c ( c n 1 ) c 1 n c c 2 C N ( C C 3 C C 3 ) C C c 2 c 1 C ( = O ) O,29 43 77 80 83 168 175 176 214 248 323 327 361 378 389 456 464 495 499 500 586 622 650 667 807 908 926 935 955 982 1019 1020 1057 1111 1145 1155 1160 1185 1236 1299 1300 1325 1380 1386 1406 1409 1452 1480 1526 1535 1662 1671 1738 1762 1763 1791 1809 1810 1831 1873 1876 1879 1897 1917 1946 2041,CN1C=C(C=N1)C2=NC=C3CN(CCC3=C2C(=O)O)CC4CCC5=C(C6=C(CN(CC6)CC7CC7)C=NC5=C4)C(=O)O,CN1C=C(C=N1)C2=NC=C3CN(CCC3=C2C(=O)O)CC4CCC5=C(C6=C(CN(CC6)CC7CC7)C=NC5=C4)C(=O)O
557,C C ( C ) ( C S ( = O ) ( = O ) C C O ) O,53 79 80 114 195 222 259 283 350 382 392 473 481 600 650 807 821 855 908 963 1057 1091 1294 1408 1476 1535 1654 1724 1882 1908 1912,CC(C)(CS(=O)(=O)CC(C)(C)O)S(=O)(=O)CC(C)(CS(=O)(=O)CCO)C(C)(CS(=O)(=O)CCO)CS(=O)(=O)CCO,CC(C)(CS(=O)(=O)CC(C)(C)O)S(=O)(=O)CC(C)(CS(=O)(=O)CCO)C(C)(CS(=O)(=O)CCO)CS(=O)(=O)CCO
558,C C 1 C C C ( C C 1 ) O C ( = O ) C 2 = C ( N C ( = O ) N [C@@H] 2 C 3 = C C 4 = C ( C = C 3 ) O C O 4 ) C,104 119 145 163 230 301 314 441 484 642 650 656 695 715 738 784 807 816 825 875 926 973 1019 1035 1056 1057 1060 1069 1071 1087 1114 1126 1148 1238 1279 1309 1325 1349 1376 1380 1410 1422 1464 1568 1647 1651 1663 1722 1750 1800 1803 1818 1834 1851 1863 1873 1905 1917 1951 1974,CC1CCC(CC1)OC(=O)C2=C(NC(=O)NC2C3=CC4=C(C=C3)OCO4)C(=O)C(=O)C5=C(NC(=O)NC5C6=CC7=C(C=C6)OCO7)C,CC1CCC(CC1)OC(=O)C2=C(NC(=O)NC2C3=CC4=C(C=C3)OCO4)C(=O)C(=O)C5=C(NC(=O)NC5C6=CC7=C(C=C6)OCO7)C
559,C 1 C N 2 C 3 = C ( C N C C 3 ) C 4 = C 2 C ( = C C = C 4 ) S C 1,37 148 157 168 286 305 361 374 397 444 466 498 547 548 560 567 675 720 742 789 926 935 949 950 987 1028 1039 1088 1114 1199 1232 1308 1321 1357 1380 1422 1440 1469 1480 1496 1517 1573 1638 1680 1738 1747 1750 1770 1873 1919 1950 1982,C1CN2C3=C(CNCC3)C4=C2C(=CC=C4)SC1,C1CN2C3=C(CNCC3)C4=C2C(=CC=C4)SC1
560,C C 1 = C C ( = C ( C = C 1 ) C 2 = N N = C ( S 2 ) Cl ) C,82 138 162 204 206 216 235 352 378 526 539 561 656 675 680 709 829 875 1013 1057 1164 1198 1380 1391 1436 1500 1683 1695 1722 1750 1780 1823 1873 1934 1962 2019,CC1=CC(=C(C=C1)C2=NN=C(S2)C3=NC=CC(=C3)Cl)C,CC1=CC(=C(C=C1)C2=NN=C(S2)C3=NC=CC(=C3)Cl)C
561,C C ( C ) ( C ) C C ( = O ) N ( C C C O C ) C C ( = O ) N ( C C C 1 = C N C 2 = C C = C C = C 2 1 ) C C 3 = C C = C ( C = C 3 ) C ( C ) ( C ) C,13 23 33 80 114 119 227 273 310 328 364 392 404 453 465 476 486 507 510 587 650 695 770 804 806 807 841 872 878 881 945 978 991 997 1005 1057 1061 1088 1096 1114 1147 1156 1190 1199 1238 1243 1272 1339 1349 1357 1380 1417 1439 1556 1573 1583 1607 1665 1750 1754 1756 1783 1843 1873 1879 1911 1917 1937 1951,CC(C)(C)CC(=O)N(CCCOC)CC(=O)N(CCC1=CNC2=CC=CC=C21)CC3=CC=C(C=C3)C(C)(C)C,CC(C)(C)CC(=O)N(CCCOC)CC(=O)N(CCC1=CNC2=CC=CC=C21)CC3=CC=C(C=C3)C(C)(C)C
